UUID,Type,Value,Created,Language
localize_statistics-3820,suggestions,18241,1392163201,localize_glossary_languages_fr
localize_statistics-3821,contributors,447,1392249602,localize_glossary_languages_fr
localize_statistics-3822,to_translate,502916,1392249602,localize_glossary_languages_fr
localize_statistics-3823,translations,67754,1392249602,localize_glossary_languages_fr
localize_statistics-3824,suggestions,18238,1392249602,localize_glossary_languages_fr
localize_statistics-3825,contributors,447,1392336001,localize_glossary_languages_fr
localize_statistics-3826,to_translate,503035,1392336001,localize_glossary_languages_fr
localize_statistics-3827,translations,67754,1392336001,localize_glossary_languages_fr
localize_statistics-3828,suggestions,18242,1392336001,localize_glossary_languages_fr
localize_statistics-3829,contributors,447,1392422401,localize_glossary_languages_fr
localize_statistics-3830,to_translate,503178,1392422401,localize_glossary_languages_fr
localize_statistics-3831,translations,67766,1392422401,localize_glossary_languages_fr
localize_statistics-3832,suggestions,18266,1392422401,localize_glossary_languages_fr
localize_statistics-3833,contributors,447,1392508801,localize_glossary_languages_fr
localize_statistics-3834,to_translate,503422,1392508801,localize_glossary_languages_fr
localize_statistics-3835,translations,67766,1392508801,localize_glossary_languages_fr
localize_statistics-3836,suggestions,18267,1392508801,localize_glossary_languages_fr
localize_statistics-3837,contributors,447,1392595202,localize_glossary_languages_fr
localize_statistics-3838,to_translate,503485,1392595202,localize_glossary_languages_fr
localize_statistics-3839,translations,67766,1392595202,localize_glossary_languages_fr
localize_statistics-3840,suggestions,18267,1392595202,localize_glossary_languages_fr
localize_statistics-3841,contributors,447,1392681601,localize_glossary_languages_fr
localize_statistics-3842,to_translate,503575,1392681601,localize_glossary_languages_fr
localize_statistics-3843,translations,67766,1392681601,localize_glossary_languages_fr
localize_statistics-3844,suggestions,18267,1392681601,localize_glossary_languages_fr
localize_statistics-3845,contributors,447,1392768001,localize_glossary_languages_fr
localize_statistics-3846,to_translate,503888,1392768001,localize_glossary_languages_fr
localize_statistics-3847,translations,67766,1392768001,localize_glossary_languages_fr
localize_statistics-3848,suggestions,18307,1392768001,localize_glossary_languages_fr
localize_statistics-3849,contributors,447,1392854471,localize_glossary_languages_fr
localize_statistics-3850,to_translate,504086,1392854471,localize_glossary_languages_fr
localize_statistics-3851,translations,67766,1392854471,localize_glossary_languages_fr
localize_statistics-3852,suggestions,18383,1392854471,localize_glossary_languages_fr
localize_statistics-3853,contributors,447,1392940905,localize_glossary_languages_fr
localize_statistics-3854,to_translate,504248,1392940905,localize_glossary_languages_fr
localize_statistics-3855,translations,67766,1392940905,localize_glossary_languages_fr
localize_statistics-3856,suggestions,18387,1392940905,localize_glossary_languages_fr
localize_statistics-3857,contributors,447,1393027201,localize_glossary_languages_fr
localize_statistics-3858,to_translate,504315,1393027201,localize_glossary_languages_fr
localize_statistics-3859,translations,67770,1393027201,localize_glossary_languages_fr
localize_statistics-3860,suggestions,18415,1393027201,localize_glossary_languages_fr
localize_statistics-3861,contributors,447,1393113601,localize_glossary_languages_fr
localize_statistics-3862,to_translate,504426,1393113601,localize_glossary_languages_fr
localize_statistics-3863,translations,67770,1393113601,localize_glossary_languages_fr
localize_statistics-3864,suggestions,18415,1393113601,localize_glossary_languages_fr
localize_statistics-3865,contributors,447,1393200001,localize_glossary_languages_fr
localize_statistics-3866,to_translate,504660,1393200001,localize_glossary_languages_fr
localize_statistics-3867,translations,67770,1393200001,localize_glossary_languages_fr
localize_statistics-3868,suggestions,18415,1393200001,localize_glossary_languages_fr
localize_statistics-3869,contributors,447,1393286401,localize_glossary_languages_fr
localize_statistics-3870,to_translate,504943,1393286401,localize_glossary_languages_fr
localize_statistics-3871,translations,67770,1393286401,localize_glossary_languages_fr
localize_statistics-3872,suggestions,18415,1393286401,localize_glossary_languages_fr
localize_statistics-3873,contributors,447,1393372802,localize_glossary_languages_fr
localize_statistics-3874,to_translate,505137,1393372802,localize_glossary_languages_fr
localize_statistics-3875,translations,67771,1393372802,localize_glossary_languages_fr
localize_statistics-3876,suggestions,18423,1393372802,localize_glossary_languages_fr
localize_statistics-3877,contributors,447,1393459201,localize_glossary_languages_fr
localize_statistics-3878,to_translate,505432,1393459201,localize_glossary_languages_fr
localize_statistics-3879,translations,67771,1393459201,localize_glossary_languages_fr
localize_statistics-3880,suggestions,18423,1393459201,localize_glossary_languages_fr
localize_statistics-3881,contributors,447,1393545601,localize_glossary_languages_fr
localize_statistics-3882,to_translate,505677,1393545601,localize_glossary_languages_fr
localize_statistics-3883,translations,67771,1393545601,localize_glossary_languages_fr
localize_statistics-3884,suggestions,18423,1393545601,localize_glossary_languages_fr
localize_statistics-3885,contributors,447,1393632001,localize_glossary_languages_fr
localize_statistics-3886,to_translate,505806,1393632001,localize_glossary_languages_fr
localize_statistics-3887,translations,67771,1393632001,localize_glossary_languages_fr
localize_statistics-3888,suggestions,18423,1393632001,localize_glossary_languages_fr
localize_statistics-3889,contributors,447,1393718401,localize_glossary_languages_fr
localize_statistics-3890,to_translate,506002,1393718401,localize_glossary_languages_fr
localize_statistics-3891,translations,67771,1393718401,localize_glossary_languages_fr
localize_statistics-3892,suggestions,18423,1393718401,localize_glossary_languages_fr
localize_statistics-3893,contributors,447,1393804801,localize_glossary_languages_fr
localize_statistics-3894,to_translate,506380,1393804801,localize_glossary_languages_fr
localize_statistics-3895,translations,67771,1393804801,localize_glossary_languages_fr
localize_statistics-3896,suggestions,18423,1393804801,localize_glossary_languages_fr
localize_statistics-3897,contributors,447,1393891201,localize_glossary_languages_fr
localize_statistics-3898,to_translate,506488,1393891201,localize_glossary_languages_fr
localize_statistics-3899,translations,67771,1393891201,localize_glossary_languages_fr
localize_statistics-3900,suggestions,18423,1393891201,localize_glossary_languages_fr
localize_statistics-3901,contributors,447,1393977601,localize_glossary_languages_fr
localize_statistics-3902,to_translate,506742,1393977601,localize_glossary_languages_fr
localize_statistics-3903,translations,67771,1393977601,localize_glossary_languages_fr
localize_statistics-3904,suggestions,18423,1393977601,localize_glossary_languages_fr
localize_statistics-3905,contributors,447,1394064001,localize_glossary_languages_fr
localize_statistics-3906,to_translate,506995,1394064001,localize_glossary_languages_fr
localize_statistics-3907,translations,67783,1394064001,localize_glossary_languages_fr
localize_statistics-3908,suggestions,18417,1394064001,localize_glossary_languages_fr
localize_statistics-3909,contributors,447,1394150835,localize_glossary_languages_fr
localize_statistics-3910,to_translate,507231,1394150835,localize_glossary_languages_fr
localize_statistics-3911,translations,67783,1394150835,localize_glossary_languages_fr
localize_statistics-3912,suggestions,18417,1394150835,localize_glossary_languages_fr
localize_statistics-3913,contributors,447,1394237082,localize_glossary_languages_fr
localize_statistics-3914,to_translate,507231,1394237082,localize_glossary_languages_fr
localize_statistics-3915,translations,67783,1394237082,localize_glossary_languages_fr
localize_statistics-3916,suggestions,18457,1394237082,localize_glossary_languages_fr
localize_statistics-3917,contributors,447,1394323201,localize_glossary_languages_fr
localize_statistics-3918,to_translate,507472,1394323201,localize_glossary_languages_fr
localize_statistics-3919,translations,67783,1394323201,localize_glossary_languages_fr
localize_statistics-3920,suggestions,18457,1394323201,localize_glossary_languages_fr
localize_statistics-3921,contributors,447,1394409601,localize_glossary_languages_fr
localize_statistics-3922,to_translate,507478,1394409601,localize_glossary_languages_fr
localize_statistics-3923,translations,67783,1394409601,localize_glossary_languages_fr
localize_statistics-3924,suggestions,18470,1394409601,localize_glossary_languages_fr
localize_statistics-3925,contributors,447,1394496859,localize_glossary_languages_fr
localize_statistics-3926,to_translate,507517,1394496859,localize_glossary_languages_fr
localize_statistics-3927,translations,67783,1394496859,localize_glossary_languages_fr
localize_statistics-3928,suggestions,18499,1394496859,localize_glossary_languages_fr
localize_statistics-3929,contributors,447,1394582901,localize_glossary_languages_fr
localize_statistics-3930,to_translate,507816,1394582901,localize_glossary_languages_fr
localize_statistics-3931,translations,67783,1394582901,localize_glossary_languages_fr
localize_statistics-3932,suggestions,18524,1394582901,localize_glossary_languages_fr
localize_statistics-3933,contributors,447,1394668802,localize_glossary_languages_fr
localize_statistics-3934,to_translate,507977,1394668802,localize_glossary_languages_fr
localize_statistics-3935,translations,67783,1394668802,localize_glossary_languages_fr
localize_statistics-3936,suggestions,18525,1394668802,localize_glossary_languages_fr
localize_statistics-3937,contributors,447,1394755201,localize_glossary_languages_fr
localize_statistics-3938,to_translate,508020,1394755201,localize_glossary_languages_fr
localize_statistics-3939,translations,67783,1394755201,localize_glossary_languages_fr
localize_statistics-3940,suggestions,18525,1394755201,localize_glossary_languages_fr
localize_statistics-3941,contributors,447,1394841601,localize_glossary_languages_fr
localize_statistics-3942,to_translate,508281,1394841601,localize_glossary_languages_fr
localize_statistics-3943,translations,67783,1394841601,localize_glossary_languages_fr
localize_statistics-3944,suggestions,18526,1394841601,localize_glossary_languages_fr
localize_statistics-3945,contributors,447,1394928001,localize_glossary_languages_fr
localize_statistics-3946,to_translate,508419,1394928001,localize_glossary_languages_fr
localize_statistics-3947,translations,67783,1394928001,localize_glossary_languages_fr
